7.7115 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

23.0830 	WARNING 	Requested image 'real_images/p3.png' not found but similar filename 'real_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
23.0998 	EXP 	face: autoDraw = False
23.0998 	EXP 	face: image = 'real_images/p3.png'
23.0998 	EXP 	face: autoDraw = True
23.5837 	EXP 	New trial (rep=1, index=8): {'images': 'real_images/p4.png'}
23.5840 	WARNING 	Requested image 'real_images/p4.png' not found but similar filename 'real_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
23.6011 	EXP 	face: autoDraw = False
23.6011 	EXP 	face: image = 'real_images/p4.png'
23.6011 	EXP 	face: autoDraw = True
24.0831 	EXP 	New trial (rep=1, index=9): {'images': 'real_images/p6.png'}
24.0834 	WARNING 	Requested image 'real_images/p6.png' not found but similar filename 'real_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
24.0994 	EXP 	face: autoDraw = False
24.0994 	EXP 	face: image = 'real_images/p6.png'
24.0994 	EXP 	face: autoDraw = True
24.2661 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
24.2839 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
24.5815 	EXP 	New trial (rep=1, index=10): {'images': 'real_images/p5.png'}
24.5818 	WARNING 	Requested image 'real_images/p5.png' not found but similar filename 'real_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
24.5994 	EXP 	face: autoDraw = False
24.5994 	EXP 	face: image = 'real_images/p5.png'
24.5994 	EXP 	face: autoDraw = True
24.7275 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
24.8688 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
25.0830 	EXP 	New trial (rep=1, index=11): {'images': 'ai_images/p2.png'}
25.0832 	WARNING 	Requested image 'ai_images/p2.png' not found but similar filename 'ai_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
25.0995 	EXP 	face: autoDraw = False
25.0995 	EXP 	face: image = 'ai_images/p2.png'
25.0995 	EXP 	face: autoDraw = True
25.3003 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
25.5822 	EXP 	New trial (rep=2, index=0): {'images': 'real_images/p3.png'}
25.5824 	WARNING 	Requested image 'real_images/p3.png' not found but similar filename 'real_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
25.5988 	EXP 	face: autoDraw = False
25.5988 	EXP 	face: image = 'real_images/p3.png'
25.5988 	EXP 	face: autoDraw = True
26.0348 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
26.0830 	EXP 	New trial (rep=2, index=1): {'images': 'real_images/p6.png'}
26.0833 	WARNING 	Requested image 'real_images/p6.png' not found but similar filename 'real_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
26.1005 	EXP 	face: autoDraw = False
26.1005 	EXP 	face: image = 'real_images/p6.png'
26.1005 	EXP 	face: autoDraw = True
26.5828 	EXP 	New trial (rep=2, index=2): {'images': 'real_images/p4.png'}
26.5832 	WARNING 	Requested image 'real_images/p4.png' not found but similar filename 'real_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
26.5996 	EXP 	face: autoDraw = False
26.5996 	EXP 	face: image = 'real_images/p4.png'
26.5996 	EXP 	face: autoDraw = True
27.0837 	EXP 	New trial (rep=2, index=3): {'images': 'ai_images/p4.png'}
27.0840 	WARNING 	Requested image 'ai_images/p4.png' not found but similar filename 'ai_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
27.1016 	EXP 	face: autoDraw = False
27.1016 	EXP 	face: image = 'ai_images/p4.png'
27.1016 	EXP 	face: autoDraw = True
27.5818 	EXP 	New trial (rep=2, index=4): {'images': 'ai_images/p5.png'}
27.5821 	WARNING 	Requested image 'ai_images/p5.png' not found but similar filename 'ai_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
27.5980 	EXP 	face: autoDraw = False
27.5980 	EXP 	face: image = 'ai_images/p5.png'
27.5980 	EXP 	face: autoDraw = True
28.0823 	EXP 	New trial (rep=2, index=5): {'images': 'real_images/p1.png'}
28.0825 	WARNING 	Requested image 'real_images/p1.png' not found but similar filename 'real_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
28.0983 	EXP 	face: autoDraw = False
28.0983 	EXP 	face: image = 'real_images/p1.png'
28.0983 	EXP 	face: autoDraw = True
28.5833 	EXP 	New trial (rep=2, index=6): {'images': 'ai_images/p6.png'}
28.5836 	WARNING 	Requested image 'ai_images/p6.png' not found but similar filename 'ai_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
28.6018 	EXP 	face: autoDraw = False
28.6018 	EXP 	face: image = 'ai_images/p6.png'
28.6018 	EXP 	face: autoDraw = True
29.0830 	EXP 	New trial (rep=2, index=7): {'images': 'real_images/p2.png'}
29.0833 	WARNING 	Requested image 'real_images/p2.png' not found but similar filename 'real_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
29.0992 	EXP 	face: autoDraw = False
29.0992 	EXP 	face: image = 'real_images/p2.png'
29.0992 	EXP 	face: autoDraw = True
29.5804 	EXP 	New trial (rep=2, index=8): {'images': 'ai_images/p3.png'}
29.5806 	WARNING 	Requested image 'ai_images/p3.png' not found but similar filename 'ai_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
29.5961 	EXP 	face: autoDraw = False
29.5961 	EXP 	face: image = 'ai_images/p3.png'
29.5961 	EXP 	face: autoDraw = True
30.0826 	EXP 	New trial (rep=2, index=9): {'images': 'ai_images/p1.png'}
30.0828 	WARNING 	Requested image 'ai_images/p1.png' not found but similar filename 'ai_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
30.0983 	EXP 	face: autoDraw = False
30.0983 	EXP 	face: image = 'ai_images/p1.png'
30.0983 	EXP 	face: autoDraw = True
30.5805 	EXP 	New trial (rep=2, index=10): {'images': 'real_images/p5.png'}
30.5808 	WARNING 	Requested image 'real_images/p5.png' not found but similar filename 'real_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
30.5979 	EXP 	face: autoDraw = False
30.5979 	EXP 	face: image = 'real_images/p5.png'
30.5979 	EXP 	face: autoDraw = True
31.0821 	EXP 	New trial (rep=2, index=11): {'images': 'ai_images/p2.png'}
31.0824 	WARNING 	Requested image 'ai_images/p2.png' not found but similar filename 'ai_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
31.1004 	EXP 	face: autoDraw = False
31.1004 	EXP 	face: image = 'ai_images/p2.png'
31.1004 	EXP 	face: autoDraw = True
