118051.28,108472.484,62140.445,260309.69,166835.03,146675.81,467207.28,118744.09,-0.72558594,0.36669922,-0.36767578,0.0,0.0,0.0,86.66667,1.0,1.0,ai,ai_images\p3.jpg,349070.2232546
650.9722,397.95047,1246.1545,14780.852,691.83124,-1074.2249,105876.914,141.97829,-0.7355957,0.3798828,-0.38330078,0.0,0.0,0.0,86.66667,2.0,1.0,ai,ai_images\p2.jpg,349071.2353334
0.0,-2019.8826,-0.17881396,-1256.4363,0.0,-1420.5875,0.0,-1492.739,-0.7402344,0.38378906,-0.38891602,0.0,0.0,0.0,86.66667,3.0,1.0,ai,ai_images\p1.jpg,349072.2458911
0.0,-4074.9915,-358.61142,-1494.4377,0.0,-1674.7716,0.0,-1910.7166,-0.7414551,0.3852539,-0.38745117,0.0,0.0,0.0,86.66667,4.0,1.0,real,real_images\p3.jpg,349073.2560551
0.0,-3757.5967,-2336.294,-1367.6586,-6.8843374,-2061.8145,-78.40992,-1867.8013,-0.74121094,0.38623047,-0.3894043,0.0,0.0,0.0,86.66667,5.0,1.0,ai,ai_images\p4.jpg,349074.2654172
0.0,-3180.0276,-2951.0562,-1161.5756,-200.89749,-1923.1442,-965.6848,-1503.4678,-0.74072266,0.3876953,-0.39404297,-2.1362302,1.586914,-3.9062498,86.66667,6.0,1.0,real,real_images\p1.jpg,349075.2760079
0.4470349,-2583.2358,-2381.4443,-1047.4922,-885.48676,-1686.5734,-1467.5262,-1278.8774,-0.7416992,0.38720703,-0.39575195,-0.45776364,-0.15258788,-1.8310546,86.66667,7.0,1.0,real,real_images\p6.jpg,349076.2882775
49.889095,-2053.8572,-1850.5457,-973.5526,-1298.2788,-1394.4807,-1287.5499,-1139.7603,-0.7409668,0.38598633,-0.39526367,0.51879877,-1.1291503,-0.9155273,86.66667,8.0,1.0,real,real_images\p4.jpg,349077.2979733
-233.084,-1595.3782,-1428.0978,-875.3838,-1056.3435,-1122.8623,-1092.3745,-1006.63324,-0.7402344,0.3857422,-0.39282227,0.8544921,-1.4038085,-0.45776364,86.66667,9.0,1.0,real,real_images\p5.jpg,349078.3075169
-842.8396,-1214.0574,-1080.9304,-739.39575,-790.53656,-845.9689,-896.84143,-845.52185,-0.73999023,0.38378906,-0.39648438,0.97656244,-1.4953612,-0.30517575,86.66667,10.0,1.0,ai,ai_images\p6.jpg,349079.3176071
-748.6941,-960.4992,-846.1477,-616.9082,-605.91113,-624.15015,-746.1907,-699.252,-0.74121094,0.38452148,-0.39697266,1.0375975,-1.5563964,-0.24414061,86.66667,11.0,1.0,real,real_images\p2.jpg,349080.3278024
-635.7731,-840.068,-776.85724,-554.05505,-511.94437,-522.85205,-677.8837,-634.07434,-0.7414551,0.3857422,-0.3947754,1.0375975,-1.5563964,-0.21362303,86.66667,12.0,1.0,ai,ai_images\p5.jpg,349081.3400679
