-223.786,-99918.289,39233.570,47594.375,190906.969,-46842.730,267866.969,107209.078,-0.733,0.377,-0.355,0.000,0.000,0.000,86.667,1.000,1.000,0.000
381.410,587.851,833.631,4611.612,983.477,222.355,2829.373,1479.507,-0.741,0.390,-0.372,0.000,0.000,0.000,86.667,2.000,1.000,0.000
0.000,-1100.958,0.000,-2148.092,-13.500,-290.036,0.000,-496.656,-0.746,0.395,-0.379,0.000,0.000,0.000,86.667,3.000,1.000,0.000
0.000,-3405.601,-120.789,-2090.067,-40.948,-1689.255,0.000,-1003.593,-0.744,0.396,-0.378,0.000,0.000,0.000,86.667,4.000,1.000,0.000
0.000,-3413.827,-1664.311,-1748.443,-5.364,-1819.343,-37.283,-1253.665,-0.746,0.396,-0.376,0.000,0.000,0.000,86.667,5.000,1.000,0.000
0.000,-2917.529,-3092.319,-1416.296,-350.386,-1780.004,-648.111,-1067.430,-0.744,0.395,-0.375,1.068,-1.221,-2.777,86.667,6.000,1.000,0.000
0.000,-2385.378,-2642.066,-1227.021,-1414.776,-1622.916,-1152.724,-960.499,-0.744,0.394,-0.380,0.977,-1.465,-1.160,86.667,7.000,1.000,0.000
20.921,-1904.995,-2056.361,-1114.547,-1533.062,-1343.429,-1056.791,-896.931,-0.744,0.396,-0.380,0.977,-1.587,-0.610,86.667,8.000,1.000,0.000
-279.397,-1472.175,-1613.438,-1002.431,-1209.945,-1076.371,-896.037,-801.265,-0.745,0.396,-0.384,1.038,-1.495,-0.366,86.667,9.000,1.000,0.000
-971.228,-1081.377,-1278.252,-874.311,-942.528,-793.666,-695.050,-639.975,-0.747,0.396,-0.385,1.068,-1.526,-0.305,86.667,10.000,1.000,0.000
-933.409,-767.738,-1107.127,-796.259,-786.692,-530.094,-482.887,-436.932,-0.746,0.394,-0.383,1.129,-1.556,-0.214,86.667,11.000,1.000,0.000
-908.822,-526.071,-1119.823,-828.445,-744.939,-307.113,-296.116,-226.378,-0.746,0.395,-0.381,1.099,-1.617,-0.153,86.667,12.000,1.000,0.000
-1010.388,-396.162,-1276.821,-984.013,-835.151,-85.741,-103.176,-34.422,-0.746,0.395,-0.381,1.129,-1.678,-0.214,86.667,13.000,1.000,0.000
-1135.469,-320.077,-1587.510,-1035.869,-1042.396,-8.047,3.666,28.968,-0.747,0.394,-0.379,1.068,-1.648,-0.183,86.667,14.000,1.000,0.000
-987.411,-175.327,-1190.007,-946.909,-973.553,-6.348,-5.096,9.924,-0.747,0.393,-0.383,1.038,-1.617,-0.244,86.667,15.000,1.000,0.000
-805.646,-208.497,-551.641,-569.165,-722.766,-16.630,-67.502,-46.760,-0.745,0.395,-0.379,1.007,-1.617,-0.244,86.667,16.000,1.000,0.000
-462.592,-276.089,-292.987,-399.739,-388.205,-120.431,-164.062,-160.128,-0.744,0.396,-0.380,1.160,-1.617,-0.183,86.667,17.000,1.000,0.000
-277.966,-268.757,-218.064,-236.124,-199.199,-215.650,-203.937,-248.641,-0.745,0.396,-0.381,1.068,-1.617,-0.275,86.667,18.000,1.000,0.000
-232.369,-241.578,-209.481,-221.014,-175.953,-213.504,-195.444,-242.472,-0.746,0.394,-0.380,1.099,-1.648,-0.183,86.667,19.000,1.000,0.000
-222.087,-224.412,-202.954,-213.951,-172.108,-206.709,-193.924,-233.620,-0.746,0.394,-0.378,1.160,-1.740,-0.275,86.667,20.000,1.000,0.000
-216.275,-213.772,-197.411,-207.514,-167.996,-200.629,-187.665,-225.663,-0.745,0.394,-0.381,1.099,-1.617,-0.214,86.667,21.000,1.000,0.000
-210.643,-207.961,-191.867,-202.149,-164.241,-195.354,-182.301,-218.421,-0.744,0.393,-0.381,1.038,-1.556,-0.244,86.667,22.000,1.000,0.000
-205.994,-202.864,-187.486,-197.321,-160.664,-190.616,-178.456,-212.252,-0.746,0.394,-0.381,1.099,-1.526,-0.183,86.667,23.000,1.000,0.000
-201.076,-197.858,-183.105,-192.940,-157.446,-185.788,-174.791,-206.173,-0.746,0.395,-0.380,1.099,-1.617,-0.275,86.667,24.000,1.000,0.000
-196.695,-193.924,-178.993,-188.738,-154.674,-181.854,-170.499,-200.450,-0.745,0.394,-0.382,1.129,-1.526,-0.275,86.667,25.000,1.000,0.000
-192.583,-190.169,-175.417,-185.162,-152.081,-177.652,-167.191,-195.712,-0.745,0.395,-0.384,1.068,-1.678,-0.305,86.667,26.000,1.000,0.000
-189.543,-186.771,-171.840,-181.764,-149.310,-174.254,-164.151,-190.705,-0.745,0.395,-0.384,1.099,-1.740,-0.275,86.667,27.000,1.000,0.000
-185.698,-183.463,-168.711,-178.635,-146.538,-171.125,-161.022,-185.877,-0.744,0.396,-0.382,0.946,-1.678,-0.183,86.667,28.000,1.000,0.000
-182.569,-180.244,-166.208,-175.595,-144.392,-167.906,-158.161,-181.854,-0.746,0.397,-0.378,1.068,-1.648,-0.122,86.667,29.000,1.000,0.000
-179.797,-177.115,-163.704,-172.645,-142.783,-165.135,-155.747,-178.099,-0.746,0.394,-0.377,1.068,-1.678,-0.183,86.667,30.000,1.000,0.000
-177.026,-174.522,-161.022,-169.694,-140.727,-162.363,-153.244,-174.254,-0.745,0.395,-0.380,1.007,-1.526,-0.153,86.667,31.000,1.000,0.000
-174.344,-172.019,-158.340,-167.102,-139.207,-159.770,-151.277,-171.036,-0.745,0.394,-0.383,1.038,-1.617,-0.214,86.667,32.000,1.000,0.000
-171.930,-169.516,-156.641,-165.045,-137.597,-157.446,-149.220,-167.817,-0.747,0.394,-0.382,1.038,-1.648,-0.214,86.667,33.000,1.000,0.000
-169.873,-167.102,-154.585,-163.078,-135.630,-155.389,-147.522,-164.866,-0.747,0.395,-0.380,1.038,-1.648,-0.214,86.667,34.000,1.000,0.000
-167.727,-165.135,-152.618,-161.022,-134.200,-153.422,-145.555,-162.363,-0.745,0.395,-0.383,1.038,-1.678,-0.183,86.667,35.000,1.000,0.000
-165.582,-163.347,-150.830,-159.323,-132.948,-151.724,-143.677,-159.949,-0.744,0.395,-0.384,1.160,-1.587,-0.092,86.667,36.000,1.000,0.000
-163.794,-161.648,-148.773,-157.535,-131.518,-149.936,-142.068,-157.625,-0.746,0.395,-0.384,1.038,-1.556,-0.122,86.667,37.000,1.000,0.000
-161.916,-159.591,-147.164,-155.658,-130.177,-147.879,-140.548,-155.032,-0.745,0.395,-0.381,1.038,-1.617,-0.214,86.667,38.000,1.000,0.000
-160.128,-158.429,-145.823,-153.959,-129.104,-146.270,-139.654,-152.975,-0.745,0.396,-0.380,1.007,-1.648,-0.275,86.667,39.000,1.000,0.000
-158.787,-156.820,-144.482,-152.439,-128.210,-144.750,-138.044,-151.455,-0.745,0.396,-0.379,0.946,-1.648,-0.305,86.667,40.000,1.000,0.000
-157.446,-155.211,-143.051,-150.919,-127.137,-143.588,-136.971,-149.488,-0.747,0.396,-0.380,1.099,-1.617,-0.366,86.667,41.000,1.000,0.000
-156.105,-153.869,-141.710,-149.578,-126.243,-142.336,-135.809,-147.432,-0.746,0.396,-0.378,1.068,-1.526,-0.244,86.667,42.000,1.000,0.000
-154.674,-152.350,-140.548,-148.416,-124.991,-141.263,-134.647,-145.733,-0.746,0.394,-0.375,0.977,-1.617,-0.214,86.667,43.000,1.000,0.000
-153.154,-151.187,-139.564,-147.253,-124.365,-140.280,-133.574,-144.124,-0.747,0.395,-0.374,1.068,-1.648,-0.153,86.667,44.000,1.000,0.000
-151.992,-149.667,-138.491,-146.359,-123.471,-138.849,-132.680,-142.783,-0.746,0.395,-0.379,1.038,-1.617,-0.214,86.667,45.000,1.000,0.000
-151.008,-148.773,-137.419,-145.108,-122.666,-137.687,-131.518,-141.442,-0.746,0.394,-0.382,0.946,-1.617,-0.214,86.667,46.000,1.000,0.000
-150.025,-147.522,-136.346,-144.213,-121.951,-136.703,-130.445,-140.101,-0.746,0.395,-0.378,1.099,-1.617,-0.244,86.667,47.000,1.000,0.000
-148.952,-146.806,-135.720,-143.230,-121.504,-135.988,-129.551,-139.028,-0.745,0.397,-0.380,1.007,-1.587,-0.244,86.667,48.000,1.000,0.000
-148.058,-145.733,-134.915,-142.425,-120.789,-135.005,-128.925,-137.776,-0.748,0.396,-0.381,1.129,-1.526,-0.366,86.667,49.000,1.000,0.000
-147.343,-144.750,-134.021,-141.442,-120.163,-134.289,-128.031,-136.614,-0.747,0.396,-0.381,1.160,-1.495,-0.305,86.667,50.000,1.000,0.000
-146.359,-144.124,-133.395,-140.548,-119.448,-133.395,-127.316,-135.630,-0.748,0.394,-0.381,1.190,-1.587,-0.214,86.667,51.000,1.000,0.000
-145.465,-143.230,-132.859,-139.833,-119.090,-132.680,-126.690,-134.379,-0.748,0.394,-0.378,1.038,-1.617,-0.122,86.667,52.000,1.000,0.000
-144.660,-142.694,-131.965,-139.117,-118.822,-132.412,-126.243,-133.663,-0.747,0.395,-0.375,1.129,-1.587,-0.214,86.667,53.000,1.000,0.000
-144.035,-141.978,-131.160,-138.760,-118.107,-131.786,-125.438,-133.038,-0.746,0.395,-0.380,1.160,-1.587,-0.183,86.667,54.000,1.000,0.000
-143.409,-140.995,-130.713,-138.044,-117.391,-130.713,-125.080,-132.233,-0.746,0.395,-0.376,1.160,-1.587,-0.183,86.667,55.000,1.000,0.000
-142.783,-140.190,-130.087,-137.150,-117.034,-130.177,-124.633,-131.339,-0.747,0.396,-0.377,1.129,-1.556,-0.183,86.667,56.000,1.000,0.000
-142.068,-139.743,-129.372,-136.435,-116.766,-129.730,-123.918,-130.445,-0.745,0.396,-0.379,1.099,-1.556,-0.275,86.667,57.000,1.000,0.000
-141.621,-139.207,-129.193,-135.809,-116.140,-129.283,-123.292,-129.730,-0.745,0.396,-0.377,1.099,-1.587,-0.183,86.667,58.000,1.000,0.000
-141.174,-138.402,-128.299,-135.183,-115.693,-128.657,-122.845,-128.925,-0.745,0.395,-0.379,1.099,-1.617,-0.092,86.667,59.000,1.000,0.000
-140.458,-138.044,-127.763,-134.647,-115.514,-128.210,-122.666,-128.388,-0.745,0.396,-0.377,1.099,-1.648,-0.122,86.667,60.000,1.000,0.000
-139.564,-137.597,-127.316,-134.289,-115.424,-128.031,-121.951,-127.763,-0.745,0.395,-0.380,1.099,-1.678,-0.183,86.667,61.000,1.000,0.000
-139.117,-137.061,-126.869,-134.021,-114.799,-127.405,-121.325,-127.494,-0.747,0.395,-0.380,1.099,-1.556,-0.183,86.667,62.000,1.000,0.000
-138.849,-136.524,-126.421,-133.395,-114.530,-126.869,-121.236,-127.047,-0.746,0.395,-0.380,1.099,-1.556,-0.153,86.667,63.000,1.000,0.000
-138.581,-136.256,-126.243,-132.948,-114.352,-126.600,-120.789,-126.332,-0.745,0.395,-0.378,1.038,-1.617,-0.244,86.667,64.000,1.000,0.000
-138.313,-135.899,-125.796,-132.501,-113.904,-125.974,-120.342,-126.064,-0.746,0.396,-0.379,1.007,-1.709,-0.275,86.667,65.000,1.000,0.000
-137.776,-135.362,-125.259,-132.054,-113.636,-125.527,-119.895,-125.438,-0.745,0.397,-0.381,1.068,-1.648,-0.244,86.667,66.000,1.000,0.000
