44658.160,121280.930,55713.156,76754.016,211000.562,173047.844,315225.250,-171416.344,-0.737,0.385,-0.345,0.000,0.000,0.000,86.667,1.000,1.000,0.000
837.565,2206.385,1300.693,14187.458,1527.518,-1436.502,3663.004,-396.162,-0.742,0.397,-0.366,0.000,0.000,0.000,86.667,2.000,1.000,0.000
0.000,-1379.729,0.000,-851.780,0.000,-1944.334,0.000,-906.587,-0.747,0.401,-0.367,0.000,0.000,0.000,86.667,3.000,1.000,0.000
0.000,-3459.514,-53.644,-1177.490,-0.089,-2085.150,0.000,-1533.419,-0.748,0.400,-0.366,0.000,0.000,0.000,86.667,4.000,1.000,0.000
0.000,-3518.075,-1218.170,-1158.536,-30.309,-2299.548,-68.307,-1706.511,-0.748,0.400,-0.370,0.000,0.000,0.000,86.667,5.000,1.000,0.000
0.000,-3064.782,-2648.950,-1002.252,-176.668,-2005.756,-838.369,-1415.938,-0.749,0.403,-0.369,-8.423,7.141,-11.749,86.667,6.000,1.000,0.000
0.000,-2513.141,-2355.069,-923.306,-856.608,-1802.177,-1379.907,-1217.723,-0.749,0.404,-0.370,-3.082,2.228,-5.127,86.667,7.000,1.000,0.000
36.478,-2019.525,-1839.191,-887.007,-1366.407,-1494.527,-1246.423,-1102.209,-0.749,0.404,-0.371,-0.580,-0.092,-2.258,86.667,8.000,1.000,0.000
-84.937,-1586.259,-1433.552,-818.700,-1133.055,-1224.965,-1069.844,-989.378,-0.749,0.402,-0.373,0.580,-1.038,-0.946,86.667,9.000,1.000,0.000
-859.738,-1207.978,-1085.758,-700.146,-872.076,-958.443,-879.496,-844.628,-0.750,0.401,-0.374,0.885,-1.404,-0.580,86.667,10.000,1.000,0.000
-836.849,-920.624,-821.561,-560.850,-678.420,-733.048,-707.388,-687.629,-0.749,0.403,-0.372,0.977,-1.434,-0.427,86.667,11.000,1.000,0.000
-727.505,-734.210,-693.798,-480.741,-579.357,-626.832,-596.166,-580.877,-0.749,0.405,-0.371,1.038,-1.495,-0.366,86.667,12.000,1.000,0.000
-685.841,-721.604,-706.226,-514.090,-568.986,-660.628,-553.608,-566.125,-0.748,0.402,-0.372,1.068,-1.556,-0.397,86.667,13.000,1.000,0.000
-664.026,-842.214,-810.117,-514.805,-665.814,-852.227,-570.595,-666.976,-0.749,0.402,-0.375,0.977,-1.617,-0.244,86.667,14.000,1.000,0.000
-557.631,-706.047,-652.850,-433.981,-615.746,-801.265,-571.668,-659.645,-0.749,0.405,-0.373,1.007,-1.465,-0.275,86.667,15.000,1.000,0.000
-558.525,-436.217,-310.868,-311.047,-456.691,-394.732,-469.655,-473.946,-0.750,0.403,-0.373,1.068,-1.587,-0.275,86.667,16.000,1.000,0.000
-424.773,-365.675,-268.757,-309.438,-303.805,-321.060,-353.783,-321.418,-0.749,0.401,-0.370,1.038,-1.556,-0.305,86.667,17.000,1.000,0.000
-287.354,-283.420,-220.209,-236.839,-169.873,-232.279,-250.071,-255.883,-0.746,0.401,-0.371,1.007,-1.556,-0.366,86.667,18.000,1.000,0.000
-235.051,-247.836,-210.822,-221.908,-176.579,-214.487,-196.338,-243.366,-0.750,0.402,-0.369,1.068,-1.709,-0.336,86.667,19.000,1.000,0.000
-223.339,-226.826,-203.669,-214.487,-173.360,-207.514,-194.192,-234.246,-0.749,0.404,-0.373,1.038,-1.587,-0.397,86.667,20.000,1.000,0.000
-217.080,-215.113,-197.411,-208.229,-169.069,-201.166,-188.559,-226.289,-0.748,0.405,-0.372,1.038,-1.587,-0.336,86.667,21.000,1.000,0.000
-211.537,-208.944,-192.761,-203.222,-164.241,-195.712,-183.374,-219.137,-0.750,0.404,-0.370,1.099,-1.617,-0.275,86.667,22.000,1.000,0.000
-206.262,-203.937,-188.112,-198.662,-160.575,-191.242,-178.814,-212.610,-0.749,0.402,-0.369,1.007,-1.648,-0.305,86.667,23.000,1.000,0.000
-201.345,-199.109,-183.642,-194.192,-157.893,-185.967,-174.612,-206.977,-0.747,0.402,-0.367,1.068,-1.587,-0.183,86.667,24.000,1.000,0.000
-197.500,-194.997,-179.797,-189.722,-154.853,-181.854,-170.946,-201.255,-0.747,0.404,-0.370,1.099,-1.648,-0.214,86.667,25.000,1.000,0.000
-193.566,-190.884,-175.953,-185.698,-151.902,-178.278,-167.817,-195.712,-0.748,0.403,-0.371,1.038,-1.740,-0.305,86.667,26.000,1.000,0.000
