-21134.021,110237.375,53966.77,237780.19,130713.09,149386.55,201375.38,-141343.6,-0.7258301,0.36669922,-0.36523438,0.0,0.0,0.0,86.66667,1.0,1.0,ai,ai_images\p1.jpg,349159.3253069
173.62836,1714.8259,1179.4569,16974.988,719.3686,460.08832,3427.2378,231.9217,-0.73461914,0.37939453,-0.38427734,0.0,0.0,0.0,86.66667,2.0,1.0,ai,ai_images\p5.jpg,349160.3372947
0.0,-906.6762,-0.8046628,-351.9953,0.0,-93.34089,1.0728838,-143.14058,-0.73876953,0.38305664,-0.3894043,0.0,0.0,0.0,86.66667,3.0,1.0,real,real_images\p6.jpg,349161.3462713
0.0,-3271.1333,-601.3514,-778.10895,0.0,-933.85596,0.0,-750.03516,-0.7392578,0.38452148,-0.39086914,0.0,0.0,0.0,86.66667,4.0,1.0,real,real_images\p5.jpg,349162.3557406
0.0,-3322.9893,-3033.4895,-821.829,0.0,-1333.1475,-20.921234,-959.60516,-0.7402344,0.3852539,-0.39208984,0.0,0.0,0.0,86.66667,5.0,1.0,ai,ai_images\p6.jpg,349163.3650096
0.0,-2823.2937,-3427.4167,-766.1284,-74.56542,-1480.0432,-499.96384,-830.6803,-0.7385254,0.38305664,-0.39501953,-3.5705564,3.173828,-3.4179685,86.66667,6.0,1.0,real,real_images\p2.jpg,349164.3776321
0.0,-2307.8625,-2712.9656,-742.2568,-678.2414,-1340.6577,-966.7577,-781.5064,-0.7385254,0.38183594,-0.3984375,-1.0681151,0.51879877,-1.586914,86.66667,7.0,1.0,ai,ai_images\p3.jpg,349165.3885211
49.531467,-1835.4359,-2117.7832,-730.0974,-1103.0139,-1112.8488,-897.8249,-742.6144,-0.73876953,0.38232422,-0.39819336,0.21362303,-0.7324218,-0.793457,86.66667,8.0,1.0,real,real_images\p4.jpg,349166.398269
-382.03604,-1407.9812,-1669.4072,-658.2142,-875.47314,-873.95325,-752.09155,-658.57184,-0.7402344,0.38354492,-0.3996582,0.793457,-1.3122557,-0.45776364,86.66667,9.0,1.0,ai,ai_images\p2.jpg,349167.4092761
-1018.7031,-1022.0112,-1351.0289,-506.66937,-609.398,-581.9501,-537.783,-485.74814,-0.73950195,0.38183594,-0.3984375,0.9155273,-1.4953612,-0.27465817,86.66667,10.0,1.0,real,real_images\p3.jpg,349168.4190351
-943.7801,-707.56683,-1208.5142,-303.6261,-374.79407,-273.22772,-284.94006,-236.39206,-0.74072266,0.38330078,-0.39648438,0.94604486,-1.5563964,-0.24414061,86.66667,11.0,1.0,real,real_images\p1.jpg,349169.4290851
-943.33307,-455.52856,-1317.1437,-97.63242,-177.56227,-40.9484,-59.54505,-8.314849,-0.7409668,0.38232422,-0.39672852,1.0681151,-1.4953612,-0.27465817,86.66667,12.0,1.0,ai,ai_images\p4.jpg,349170.4381279
-1081.0198,-297.99347,-1647.9495,25.838617,-23.42463,20.563606,152.88594,236.9285,-0.7397461,0.38256836,-0.39916992,1.1291503,-1.4648436,-0.24414061,86.66667,13.0,1.0,real,real_images\p2.jpg,349171.448171
-1146.1082,-217.16956,-1892.8352,48.458584,33.795837,138.49141,412.61322,538.7665,-0.73999023,0.3815918,-0.3972168,0.97656244,-1.586914,-0.24414061,86.66667,14.0,1.0,real,real_images\p1.jpg,349172.4571503
-963.89667,-107.198975,-1170.6951,62.674294,111.4011,157.98213,198.03647,333.57745,-0.7397461,0.38232422,-0.3947754,0.97656244,-1.4953612,-0.30517575,86.66667,15.0,1.0,ai,ai_images\p1.jpg,349173.4656634
-773.4598,-207.15598,-519.3652,-7.5101867,52.39249,128.29903,25.570396,55.789955,-0.7380371,0.3840332,-0.39624023,1.1291503,-1.5563964,-0.24414061,86.66667,16.0,1.0,ai,ai_images\p5.jpg,349174.4757899
