-20788.555,109551.72,41591.145,-81367.06,173656.25,-51616.797,208870.27,124065.95,-0.7294922,0.36621094,-0.3671875,0.0,0.0,0.0,86.66667,1.0,1.0,ai,ai_images\p4.jpg,348950.3998102
101.29811,1268.0592,476.71802,-741.8991,585.70514,-2437.413,831.7532,688.4338,-0.7351074,0.37939453,-0.38476562,0.0,0.0,0.0,86.66667,2.0,1.0,ai,ai_images\p1.jpg,348951.4115758
0.0,-1213.3422,0.0,-2388.6863,0.0,-2353.907,0.0,-727.05756,-0.73657227,0.3840332,-0.38916016,0.0,0.0,0.0,86.66667,3.0,1.0,real,real_images\p3.jpg,348952.4219343
0.0,-3479.1833,-260.8896,-2216.1309,-3.9339073,-2762.5864,0.0,-1405.3883,-0.74072266,0.38427734,-0.39135742,0.0,0.0,0.0,86.66667,4.0,1.0,real,real_images\p1.jpg,348953.4321588
0.0,-3376.8123,-1937.0917,-1842.7673,-110.32822,-2812.6543,-73.40313,-1386.4341,-0.7421875,0.38330078,-0.38964844,0.0,0.0,0.0,86.66667,5.0,1.0,ai,ai_images\p3.jpg,348954.4409711
0.0,-2898.8425,-2512.6938,-1487.911,-427.18655,-2412.4685,-822.0078,-1148.9691,-0.7409668,0.38330078,-0.39038086,-5.4321284,2.655029,-5.187988,86.66667,6.0,1.0,real,real_images\p2.jpg,348955.4505858
0.0,-2378.7622,-2105.6238,-1286.1194,-1212.627,-2039.5521,-1209.587,-1020.04425,-0.7416992,0.38378906,-0.39624023,-1.8310546,0.27465817,-2.2888181,86.66667,7.0,1.0,ai,ai_images\p2.jpg,348956.4603525
-4.202128,-1894.5339,-1636.5054,-1156.9264,-1262.963,-1666.0096,-1079.6787,-940.82965,-0.74121094,0.38427734,-0.39794922,-0.030517576,-0.8850097,-1.0681151,86.66667,8.0,1.0,real,real_images\p6.jpg,348957.4699142
-377.6551,-1460.6418,-1240.4325,-1029.9684,-974.6255,-1355.5886,-912.2194,-836.40234,-0.7390137,0.38500977,-0.39819336,0.6103515,-1.4038085,-0.45776364,86.66667,9.0,1.0,ai,ai_images\p5.jpg,348958.4804965
-966.4001,-1074.7614,-877.52954,-899.61304,-709.355,-1087.7253,-707.1198,-671.1782,-0.7409668,0.3840332,-0.39746094,0.7629394,-1.4953612,-0.3967285,86.66667,10.0,1.0,ai,ai_images\p6.jpg,348959.4919361
-908.2855,-777.0361,-581.3242,-827.4616,-501.8414,-926.8822,-505.41766,-478.95322,-0.74072266,0.38427734,-0.3984375,0.8544921,-1.5563964,-0.33569333,86.66667,11.0,1.0,real,real_images\p4.jpg,348960.5025034
-875.3838,-568.8072,-382.30426,-863.8503,-355.12454,-919.99786,-333.48804,-312.20917,-0.74121094,0.3857422,-0.39453125,0.97656244,-1.6174315,-0.24414061,86.66667,12.0,1.0,real,real_images\p5.jpg,348961.5126501
