-14239.582,92364.836,46588.19,223490.1,167947.7,148503.56,202276.06,-135694.05,-0.73168945,0.36889648,-0.359375,0.0,0.0,0.0,86.66667,1.0,1.0,real,real_images\p5.jpg,2023-12-02 20:38:27
166.11818,978.02295,660.36,7623.376,469.7443,-590.3543,773.81744,-36.38864,-0.73950195,0.3803711,-0.38110352,0.0,0.0,0.0,86.66667,2.0,1.0,real,real_images\p6.jpg,2023-12-02 20:38:28
0.0,-2081.484,-0.35762793,-1074.4037,0.0,-531.6139,0.0,-450.16415,-0.7404785,0.38354492,-0.38720703,0.0,0.0,0.0,86.66667,3.0,1.0,ai,ai_images\p4.jpg,2023-12-02 20:38:29
0.0,-4083.3958,-544.4885,-1272.4402,0.0,-1274.7648,0.0,-1026.6604,-0.7409668,0.3852539,-0.38916016,0.0,0.0,0.0,86.66667,4.0,1.0,ai,ai_images\p6.jpg,2023-12-02 20:38:30
0.0,-3682.2266,-2828.4792,-1156.5687,-7.7784076,-1558.9001,-30.84541,-1117.5873,-0.7404785,0.38500977,-0.3869629,0.0,0.0,0.0,86.66667,5.0,1.0,real,real_images\p4.jpg,2023-12-02 20:38:31
0.0,-3075.779,-3238.9468,-984.5497,-218.9577,-1561.8506,-582.21826,-933.5877,-0.74072266,0.3864746,-0.3894043,-4.7912593,3.7841794,-2.7770994,86.66667,6.0,1.0,ai,ai_images\p5.jpg,2023-12-02 20:38:32
0.4470349,-2501.518,-2566.3381,-899.5236,-827.99805,-1403.1532,-1045.4358,-851.06506,-0.7404785,0.3876953,-0.3930664,-1.586914,0.70190424,-1.4038085,86.66667,7.0,1.0,ai,ai_images\p2.jpg,2023-12-02 20:38:33
61.959038,-1994.5803,-2005.488,-849.72394,-1122.5941,-1161.9331,-956.1183,-793.3976,-0.7402344,0.38867188,-0.39257812,0.09155273,-0.67138666,-0.793457,86.66667,8.0,1.0,real,real_images\p2.jpg,2023-12-02 20:38:34
-315.1596,-1547.009,-1576.3345,-761.3005,-896.84143,-917.6733,-799.209,-702.2919,-0.74121094,0.3864746,-0.39013672,0.70190424,-1.3427733,-0.45776364,86.66667,9.0,1.0,ai,ai_images\p3.jpg,2023-12-02 20:38:35
-887.00665,-1170.4268,-1251.0719,-613.6895,-635.7731,-632.7332,-588.20856,-531.07745,-0.74072266,0.3857422,-0.39233398,0.97656244,-1.5258788,-0.3662109,86.66667,10.0,1.0,real,real_images\p1.jpg,2023-12-02 20:38:36
-755.5784,-911.4148,-1079.4999,-452.39932,-416.2789,-344.2169,-353.6046,-299.42398,-0.74316406,0.3869629,-0.39282227,1.00708,-1.4953612,-0.30517575,86.66667,11.0,1.0,ai,ai_images\p1.jpg,2023-12-02 20:38:37
-654.1015,-774.6221,-1087.1888,-325.62024,-245.33276,-96.1125,-124.45452,-64.28362,-0.7429199,0.38598633,-0.3935547,0.97656244,-1.4648436,-0.33569333,86.66667,12.0,1.0,real,real_images\p3.jpg,2023-12-02 20:38:38
