-605.4641,-834.43536,-1275.48,-211.62633,-106.66253,-1.6987326,37.193306,121.951126,-0.74072266,0.38671875,-0.39282227,1.1291503,-1.434326,-0.30517575,86.66667,13.0,1.0,real,real_images\p5.jpg,2023-12-02 20:38:39
-545.82965,-913.3817,-1372.3077,-158.9656,-6.1690817,-5.364419,163.61478,340.99823,-0.74072266,0.38623047,-0.39331055,1.0375975,-1.4038085,-0.33569333,86.66667,14.0,1.0,real,real_images\p2.jpg,2023-12-02 20:38:40
-480.92017,-612.34845,-837.02814,-96.20191,37.819153,1.4305117,42.64713,186.77118,-0.74072266,0.38745117,-0.39135742,1.00708,-1.434326,-0.27465817,86.66667,15.0,1.0,real,real_images\p3.jpg,2023-12-02 20:38:41
-482.08246,-430.85223,-407.1594,-182.83728,8.583071,18.596653,-5.9902678,16.897919,-0.74121094,0.38598633,-0.3918457,1.0375975,-1.434326,-0.24414061,86.66667,16.0,1.0,ai,ai_images\p3.jpg,2023-12-02 20:38:42
-356.01862,-346.09442,-263.9294,-291.10913,-79.92984,-135.8092,-144.12405,-155.65756,-0.7416992,0.3852539,-0.3930664,1.0681151,-1.5563964,-0.122070305,86.66667,17.0,1.0,real,real_images\p6.jpg,2023-12-02 20:38:44
-264.46585,-273.67477,-216.54372,-231.38527,-157.08807,-220.03058,-202.86444,-248.19379,-0.7397461,0.3869629,-0.39526367,1.0681151,-1.586914,-0.09155273,86.66667,18.0,1.0,ai,ai_images\p1.jpg,2023-12-02 20:38:45
-232.36874,-241.93529,-208.94412,-220.38821,-175.77412,-213.32506,-195.26485,-241.30945,-0.7404785,0.38720703,-0.39282227,1.00708,-1.5258788,-0.30517575,86.66667,19.0,1.0,ai,ai_images\p6.jpg,2023-12-02 20:38:46
-221.90813,-222.35516,-202.50682,-213.50388,-171.6614,-206.0831,-192.58264,-232.63696,-0.74243164,0.3876953,-0.3894043,0.8850097,-1.6174315,-0.21362303,86.66667,20.0,1.0,ai,ai_images\p5.jpg,2023-12-02 20:38:47
-216.00726,-213.32506,-196.78477,-207.15598,-167.63809,-199.8246,-187.39703,-225.30559,-0.74194336,0.38720703,-0.39160156,0.97656244,-1.4953612,-0.27465817,86.66667,21.0,1.0,real,real_images\p1.jpg,2023-12-02 20:38:48
-210.64285,-208.13945,-191.86739,-201.70215,-164.41943,-194.54959,-182.47964,-217.88481,-0.7426758,0.3857422,-0.39086914,1.0375975,-1.586914,-0.3662109,86.66667,22.0,1.0,real,real_images\p4.jpg,2023-12-02 20:38:49
-205.63606,-203.22208,-187.21822,-197.053,-160.39613,-189.72162,-177.74107,-211.53693,-0.7438965,0.38500977,-0.39404297,1.00708,-1.586914,-0.33569333,86.66667,23.0,1.0,ai,ai_images\p2.jpg,2023-12-02 20:38:50
-200.80807,-198.39409,-182.83728,-192.85086,-156.81984,-185.43008,-173.986,-205.72546,-0.7421875,0.3864746,-0.39111328,1.00708,-1.5563964,-0.24414061,86.66667,24.0,1.0,ai,ai_images\p4.jpg,2023-12-02 20:38:51
-196.42714,-194.01315,-178.72456,-188.46992,-154.13763,-181.22795,-170.40971,-200.36105,-0.7426758,0.38793945,-0.39135742,1.0681151,-1.6479491,-0.18310545,86.66667,25.0,1.0,ai,ai_images\p3.jpg,2023-12-02 20:38:52
-192.85086,-189.98984,-175.23769,-184.98305,-151.54483,-177.20464,-166.65462,-195.26485,-0.74243164,0.38598633,-0.38891602,1.0375975,-1.6479491,-0.27465817,86.66667,26.0,1.0,ai,ai_images\p2.jpg,2023-12-02 20:38:53
-189.00636,-186.41356,-171.6614,-181.58559,-149.22026,-173.80717,-163.61478,-190.34746,-0.74243164,0.38598633,-0.38916016,1.1291503,-1.5258788,-0.27465817,86.66667,27.0,1.0,real,real_images\p2.jpg,2023-12-02 20:38:54
-185.6089,-182.83728,-168.53217,-178.18811,-146.89568,-170.67793,-160.66435,-185.6983,-0.74243164,0.38476562,-0.39135742,1.1596678,-1.5258788,-0.27465817,86.66667,28.0,1.0,real,real_images\p3.jpg,2023-12-02 20:38:55
-182.56906,-179.70804,-165.76054,-175.32709,-144.74991,-167.81691,-158.25035,-181.58559,-0.7416992,0.3869629,-0.3918457,1.0986327,-1.6479491,-0.18310545,86.66667,29.0,1.0,ai,ai_images\p6.jpg,2023-12-02 20:38:56
-179.52922,-176.93642,-163.07834,-172.46606,-142.69354,-164.86647,-155.65756,-177.65167,-0.7402344,0.38549805,-0.3918457,1.0986327,-1.6784667,-0.24414061,86.66667,30.0,1.0,ai,ai_images\p5.jpg,2023-12-02 20:38:57
-176.7576,-174.25421,-160.57494,-169.78386,-140.54778,-162.09486,-153.24356,-174.43303,-0.7414551,0.3852539,-0.39404297,1.00708,-1.586914,-0.18310545,86.66667,31.0,1.0,ai,ai_images\p1.jpg,2023-12-02 20:38:58
-174.34361,-171.75081,-158.33977,-167.45927,-138.75964,-159.50206,-151.36603,-170.85674,-0.7402344,0.3864746,-0.38867188,1.0986327,-1.5563964,-0.24414061,86.66667,32.0,1.0,real,real_images\p5.jpg,2023-12-02 20:38:59
-171.75081,-169.33682,-156.2834,-165.13469,-137.15031,-157.3563,-149.13084,-167.81691,-0.74121094,0.38720703,-0.39160156,1.1291503,-1.5563964,-0.21362303,86.66667,33.0,1.0,ai,ai_images\p4.jpg,2023-12-02 20:39:00
-169.51564,-167.28046,-154.13763,-162.89952,-135.63039,-155.29993,-147.34271,-164.86647,-0.7373047,0.38549805,-0.3876953,1.2512206,-1.6784667,-0.27465817,86.66667,34.0,1.0,real,real_images\p6.jpg,2023-12-02 20:39:01
-167.54869,-165.13469,-152.08128,-161.02197,-134.11047,-153.5118,-145.46516,-162.09486,-0.7426758,0.38598633,-0.39233398,1.220703,-1.6174315,-0.24414061,86.66667,35.0,1.0,real,real_images\p4.jpg,2023-12-02 20:39:02
-165.58173,-162.98892,-150.47195,-159.14442,-132.85878,-151.54483,-143.94524,-159.41264,-0.74780273,0.38842773,-0.3947754,1.0681151,-1.3122557,-0.122070305,86.66667,36.0,1.0,real,real_images\p1.jpg,2023-12-02 20:39:03
-163.43596,-161.11139,-149.04144,-157.3563,-131.69649,-149.7567,-142.33592,-157.17747,-0.7451172,0.3876953,-0.39746094,1.1901854,-1.5563964,-0.3662109,86.66667,37.0,1.0,real,real_images\p5.jpg,2023-12-02 20:39:04
-161.91605,-159.32324,-147.43211,-155.74696,-130.17656,-147.70033,-140.54778,-154.76349,-0.73535156,0.38061523,-0.38964844,1.00708,-1.8615721,-0.3662109,86.66667,38.0,1.0,real,real_images\p4.jpg,2023-12-02 20:39:05
-160.1279,-157.89273,-145.73338,-153.95882,-128.74605,-146.26982,-139.11726,-152.88594,-0.7392578,0.38378906,-0.39111328,0.82397455,-1.7700194,-0.030517576,86.66667,39.0,1.0,real,real_images\p6.jpg,2023-12-02 20:39:06
-158.7868,-156.37282,-144.48169,-152.26009,-128.03079,-144.92871,-137.86557,-150.91899,-0.74658203,0.39331055,-0.39453125,0.8544921,-1.4038085,0.09155273,86.66667,40.0,1.0,real,real_images\p1.jpg,2023-12-02 20:39:07
-157.17747,-154.85289,-143.22998,-150.82957,-127.13673,-143.4088,-136.70328,-148.95203,-0.74731445,0.39160156,-0.3955078,1.1596678,-1.4648436,-0.33569333,86.66667,41.0,1.0,ai,ai_images\p3.jpg,2023-12-02 20:39:08
-155.74696,-153.42238,-141.62067,-149.57788,-125.97444,-142.06769,-135.54099,-147.52151,-0.7385254,0.38232422,-0.38745117,1.1596678,-1.7395018,-0.5798339,86.66667,42.0,1.0,ai,ai_images\p1.jpg,2023-12-02 20:39:09
-154.31645,-152.17068,-140.27956,-148.41559,-125.08037,-140.90541,-134.4681,-145.9122,-0.7397461,0.38305664,-0.39013672,0.8850097,-1.7089843,-0.21362303,86.66667,43.0,1.0,real,real_images\p2.jpg,2023-12-02 20:39:10
-153.24356,-150.82957,-139.5643,-147.34271,-124.007484,-139.92192,-133.30582,-144.03465,-0.74487305,0.38842773,-0.39746094,0.82397455,-1.434326,0.030517576,86.66667,44.0,1.0,ai,ai_images\p6.jpg,2023-12-02 20:39:11
-152.08128,-149.66728,-138.49141,-146.35922,-123.20282,-138.84904,-132.32233,-142.51472,-0.7434082,0.39013672,-0.3947754,1.0375975,-1.5258788,-0.21362303,86.66667,45.0,1.0,ai,ai_images\p2.jpg,2023-12-02 20:39:12
-150.82957,-148.6838,-137.32913,-145.10753,-122.57697,-137.59735,-131.51767,-141.26303,-0.7404785,0.38720703,-0.39013672,1.1596678,-1.5258788,-0.42724606,86.66667,46.0,1.0,real,real_images\p3.jpg,2023-12-02 20:39:13
-149.66728,-147.87915,-136.52446,-143.85583,-122.12994,-136.70328,-130.6236,-140.01134,-0.74072266,0.38549805,-0.39111328,1.0986327,-1.4648436,-0.42724606,86.66667,47.0,1.0,ai,ai_images\p5.jpg,2023-12-02 20:39:14
-149.04144,-146.62746,-135.63039,-142.96176,-121.32527,-136.07742,-129.64012,-138.93845,-0.74438477,0.38867188,-0.39111328,0.97656244,-1.5258788,-0.24414061,86.66667,48.0,1.0,ai,ai_images\p4.jpg,2023-12-02 20:39:15
